product_id,month,units,product_name,supply_score,quantity_on_hand
7,1,543,sanitizers, 0,175
9,6,2475,ventilators,10,163
1,5,3239,biologics, 6,153
5,9,26,ppe,10,190
4,2,3009,oxygen_tanks, 2,170
9,6,2553,ventilators, 5,175
2,7,85,diagnostics, 4,152
8,8,2777,vaccines,16,168
10,4,2961,visors, 6,167
5,9,2207,ppe,10,184
7,1,1340,sanitizers, 4,182
7,1,4165,sanitizers, 1,170
3,10,1924,masks, 6,172
4,2,289,oxygen_tanks,20,170
6,3,2602,respirators,20,160
7,1,4006,sanitizers, 2,158
3,10,4574,masks,20,190
4,2,1557,oxygen_tanks, 2,176
4,2,3223,oxygen_tanks, 3,164
8,8,4682,vaccines, 3,158
1,5,2601,biologics, 2,161
5,9,982,ppe, 7,164
10,4,64,visors, 7,152
10,4,4569,visors, 3,164
7,1,1774,sanitizers, 4,170
3,10,4762,masks, 4,184
5,9,1919,ppe, 5,176
3,10,442,masks, 1,153
5,9,4295,ppe, 6,175
5,9,1551,ppe, 9,172
1,5,1785,biologics,20,169
10,4,451,visors, 5,160
7,1,2718,sanitizers,10,180
3,10,2490,masks, 1,170
8,8,1175,vaccines, 1,174
7,1,238,sanitizers, 2,168
9,6,4695,ventilators, 7,160
6,3,3307,respirators, 0,161
7,1,4536,sanitizers,10,155
1,5,2899,biologics, 2,175
8,8,3516,vaccines, 4,167
9,6,104,ventilators,10,172
2,7,1683,diagnostics, 0,167
5,9,3529,ppe, 6,176
9,6,4548,ventilators,10,196
6,3,4615,respirators,10,178
10,4,3488,visors,14,164
3,10,1088,masks, 0,186
5,9,3581,ppe, 6,167
5,9,3817,ppe,10,164
2,7,2920,diagnostics,10,180
8,8,2159,vaccines,17,167
2,7,2745,diagnostics, 3,178
6,3,403,respirators, 4,176
5,9,1032,ppe,20,180
6,3,3787,respirators, 2,190
7,1,307,sanitizers, 4,164
1,5,4701,biologics, 5,180
3,10,1974,masks,15,179
8,8,2766,vaccines,10,160
8,8,1295,vaccines,10,180
5,9,3145,ppe, 5,158
4,2,291,oxygen_tanks,10,182
8,8,4739,vaccines,10,178
8,8,1308,vaccines,10,165
5,9,4806,ppe, 7,183
10,4,1669,visors, 8,172
1,5,3656,biologics, 1,176
3,10,4387,masks,10,164
3,10,4535,masks, 7,164
9,6,3805,ventilators,10,162
9,6,3666,ventilators, 4,170
10,4,1676,visors, 4,164
9,6,2863,ventilators,10,176
1,5,2930,biologics, 8,178
3,10,2364,masks, 0,165
1,5,2183,biologics,10,150
8,8,4421,vaccines,10,162
7,1,4916,sanitizers, 3,158
9,6,4311,ventilators, 2,157
4,2,2304,oxygen_tanks,10,160
5,9,4839,ppe, 4,166
8,8,4511,vaccines,10,162
9,6,2191,ventilators,10,165
10,4,2852,visors,20,165
2,7,1740,diagnostics, 4,180
10,4,2567,visors, 3,168
9,6,2604,ventilators,12,158
3,10,4377,masks, 8,180
7,1,4520,sanitizers, 5,165
5,9,754,ppe,10,186
9,6,3814,ventilators,10,161
4,2,2591,oxygen_tanks, 7,160
9,6,3954,ventilators, 8,164
5,9,3598,ppe, 6,174
4,2,3852,oxygen_tanks, 5,164
8,8,3862,vaccines, 5,185
4,2,1145,oxygen_tanks, 2,168
3,10,4094,masks, 3,163
7,1,2286,sanitizers, 6,158
1,5,2480,biologics, 3,182
5,9,2597,ppe, 4,174
2,7,4075,diagnostics,10,165
5,9,1619,ppe, 2,168
8,8,819,vaccines, 3,162
6,3,3354,respirators, 0,150
1,5,2904,biologics, 5,180
10,4,2659,visors, 2,180
4,2,452,oxygen_tanks,20,164
3,10,710,masks, 2,168
6,3,60,respirators, 7,165
9,6,2780,ventilators,10,170
5,9,828,ppe, 8,170
6,3,2503,respirators, 8,156
1,5,2867,biologics, 3,182
4,2,2637,oxygen_tanks, 8,158
8,8,4898,vaccines, 0,164
10,4,998,visors, 5,158
4,2,2968,oxygen_tanks,30,178
2,7,1686,diagnostics, 1,158
4,2,2836,oxygen_tanks,10,176
1,5,269,biologics, 3,168
7,1,744,sanitizers, 4,170
7,1,660,sanitizers, 6,154
3,10,1451,masks, 6,158
5,9,4804,ppe, 6,169
4,2,1018,oxygen_tanks, 0,165
10,4,3246,visors,12,165
3,10,1040,masks, 5,175
9,6,2837,ventilators, 2,156
1,5,1704,biologics, 1,174
9,6,818,ventilators, 2,156
3,10,1020,masks, 2,176
8,8,3831,vaccines, 1,179
2,7,1169,diagnostics,10,160
4,2,1214,oxygen_tanks, 3,160
2,7,2560,diagnostics, 5,168
5,9,3425,ppe,10,170
8,8,4473,vaccines, 2,180
10,4,3632,visors, 2,174
9,6,1438,ventilators, 5,167
5,9,469,ppe, 8,164
1,5,755,biologics, 4,172
10,4,588,visors, 0,183
6,3,3845,respirators, 4,164
4,2,3111,oxygen_tanks,15,168
10,4,1591,visors, 8,175
4,2,787,oxygen_tanks,15,175
7,1,2295,sanitizers,10,188
6,3,3777,respirators, 4,159
5,9,3318,ppe, 3,164
3,10,4980,masks,10,152
6,3,2135,respirators, 4,168
7,1,4589,sanitizers, 8,159
8,8,667,vaccines, 0,152
2,7,651,diagnostics, 2,180
10,4,4463,visors, 5,175
10,4,1183,visors,10,159
9,6,1903,ventilators, 1,163
8,8,2095,vaccines,10,176
3,10,4758,masks,10,176
9,6,4796,ventilators, 7,169
4,2,29,oxygen_tanks, 2,165
8,8,3225,vaccines,10,170
7,1,4022,sanitizers, 5,182
10,4,1759,visors, 3,186
6,3,1435,respirators,15,161
10,4,3925,visors, 5,172
6,3,3078,respirators,15,145
1,5,976,biologics, 4,173
6,3,300,respirators, 2,164
5,9,1909,ppe, 1,164
9,6,3618,ventilators, 6,171
7,1,273,sanitizers, 0,182
5,9,3020,ppe, 2,160
10,4,855,visors, 2,165
5,9,3564,ppe,10,179
7,1,4973,sanitizers, 6,188
10,4,2114,visors,20,164
4,2,894,oxygen_tanks, 6,150
10,4,3407,visors, 4,176
2,7,4412,diagnostics, 2,180
9,6,1655,ventilators, 5,165
4,2,2484,oxygen_tanks, 5,180
6,3,3177,respirators,10,170
10,4,1477,visors,10,187
1,5,200,biologics, 8,158
1,5,4675,biologics, 1,170
4,2,1777,oxygen_tanks,10,174
10,4,1763,visors,10,178
5,9,4937,ppe,30,181
6,3,3650,respirators,10,172
6,3,4866,respirators,10,165
1,5,1601,biologics, 1,170
7,1,1882,sanitizers, 5,168
6,3,1585,respirators, 2,170
2,7,2369,diagnostics, 2,175
10,4,2208,visors, 3,175
8,8,616,vaccines, 3,172
9,6,3768,ventilators,25,196
3,10,1082,masks,10,162
4,2,1490,oxygen_tanks, 2,176
4,2,2101,oxygen_tanks, 4,171
9,6,3518,ventilators, 5,153
9,6,2658,ventilators, 5,164
2,7,3138,diagnostics, 5,155
10,4,2144,visors, 2,164
1,5,90,biologics, 5,182
5,9,424,ppe,10,164
4,2,4498,oxygen_tanks, 4,164
9,6,110,ventilators, 2,172
2,7,3892,diagnostics, 5,164
6,3,3664,respirators, 1,174
4,2,1988,oxygen_tanks, 5,160
4,2,1779,oxygen_tanks, 2,172
4,2,2825,oxygen_tanks, 0,164
6,3,4623,respirators,10,170
7,1,613,sanitizers, 6,164
3,10,593,masks, 8,168
1,5,1577,biologics,20,166
9,6,730,ventilators,12,174
6,3,4181,respirators, 4,163
8,8,1228,vaccines,10,170
4,2,2112,oxygen_tanks, 8,172
2,7,3313,diagnostics, 5,176
3,10,4628,masks, 2,163
3,10,3883,masks,20,165
8,8,562,vaccines,10,155
10,4,799,visors,20,186
4,2,4570,oxygen_tanks,10,170
7,1,3482,sanitizers, 6,186
10,4,4624,visors, 2,158
4,2,3270,oxygen_tanks,10,172
5,9,898,ppe, 6,150
8,8,4073,vaccines, 1,165
9,6,3853,ventilators,30,165
1,5,3653,biologics, 5,165
3,10,3590,masks,10,160
1,5,2284,biologics, 4,170
8,8,2979,vaccines, 5,160
5,9,1166,ppe,50,175
5,9,3320,ppe,10,184
3,10,3201,masks,10,158
2,7,2118,diagnostics, 2,164
2,7,1100,diagnostics, 3,164
5,9,2079,ppe, 1,172
2,7,4503,diagnostics, 6,170
1,5,30,biologics, 2,168
6,3,3642,respirators,10,178
2,7,2621,diagnostics, 6,170
6,3,3885,respirators, 4,158
3,10,4015,masks,12,169
5,9,2001,ppe, 6,167
5,9,4216,ppe, 6,165
5,9,3414,ppe, 1,158
1,5,3513,biologics,20,165
6,3,3288,respirators,10,159
3,10,4136,masks, 8,167
1,5,723,biologics,10,163
1,5,4504,biologics,50,172
1,5,3816,biologics, 3,163
1,5,3649,biologics, 6,170
10,4,2040,visors,15,187
8,8,1071,vaccines, 4,164
5,9,832,ppe, 0,176
8,8,2945,vaccines, 0,150
8,8,4027,vaccines,20,167
8,8,4197,vaccines, 4,170
2,7,187,diagnostics,10,173
3,10,991,masks, 1,167
9,6,113,ventilators, 2,165
8,8,2612,vaccines,12,176
2,7,3692,diagnostics, 0,176
1,5,3350,biologics, 6,170
6,3,3789,respirators, 8,184
9,6,140,ventilators, 7,160
7,1,1058,sanitizers, 4,164
8,8,4805,vaccines,15,180
9,6,1609,ventilators,12,152
7,1,4919,sanitizers, 4,175
3,10,2121,masks,20,179
3,10,3388,masks, 5,172
7,1,2071,sanitizers, 6,117
8,8,46,vaccines, 3,158
9,6,1857,ventilators,10,170
7,1,1141,sanitizers, 2,178
6,3,4021,respirators,20,165
3,10,4223,masks, 4,167
8,8,743,vaccines, 0,166
10,4,3779,visors, 4,170
3,10,4612,masks, 5,177
10,4,1112,visors, 5,153
4,2,3167,oxygen_tanks, 4,150
6,3,4129,respirators, 2,160
4,2,685,oxygen_tanks, 8,158
9,6,1814,ventilators, 3,159
1,5,3404,biologics, 5,176
9,6,4977,ventilators, 2,160
6,3,2829,respirators, 5,172
1,5,3512,biologics, 1,163
10,4,2511,visors, 7,187
3,10,3118,masks, 0,164
6,3,1602,respirators,20,164
4,2,3325,oxygen_tanks, 3,160
1,5,1021,biologics, 5,158
8,8,313,vaccines, 3,158
7,1,1390,sanitizers, 0,178
5,9,4386,ppe,10,168
3,10,2009,masks, 1,170
1,5,3963,biologics, 7,175
2,7,1607,diagnostics, 0,164
1,5,3655,biologics,10,167
9,6,1454,ventilators, 2,162
2,7,2768,diagnostics, 6,166
8,8,1605,vaccines, 5,158
2,7,1244,diagnostics, 4,170
8,8,4042,vaccines, 6,175
6,3,1564,respirators, 1,158
9,6,2370,ventilators, 3,160
7,1,276,sanitizers, 2,173
9,6,1651,ventilators, 3,160
2,7,1968,diagnostics, 0,165
5,9,1405,ppe, 6,161
1,5,2566,biologics, 1,173
6,3,63,respirators, 0,158
9,6,1336,ventilators, 4,175
2,7,1886,diagnostics, 0,158
8,8,186,vaccines, 3,158
4,2,2263,oxygen_tanks, 3,170
2,7,2690,diagnostics,15,160
4,2,330,oxygen_tanks, 8,170
8,8,4195,vaccines,20,182
6,3,387,respirators, 5,168
6,3,1067,respirators, 3,173
8,8,2297,vaccines, 2,172
10,4,1819,visors, 2,175
5,9,2605,ppe, 3,150
7,1,435,sanitizers, 8,160
2,7,430,diagnostics, 2,186
2,7,2931,diagnostics, 4,168
9,6,4641,ventilators,10,178
7,1,477,sanitizers, 4,175
3,10,1773,masks, 5,164
4,2,2982,oxygen_tanks, 8,165
4,2,4418,oxygen_tanks, 6,162
9,6,2401,ventilators, 3,162
10,4,1689,visors,10,179
7,1,1221,sanitizers, 6,158
5,9,4663,ppe, 8,178
10,4,1944,visors, 0,158
5,9,2563,ppe,10,165
4,2,4857,oxygen_tanks, 3,162
8,8,1356,vaccines,20,165
8,8,3702,vaccines, 5,176
1,5,1083,biologics, 2,178
8,8,2324,vaccines, 5,176
1,5,2826,biologics, 2,167
8,8,3426,vaccines, 5,170
2,7,2973,diagnostics, 5,157
10,4,1511,visors, 4,170
3,10,203,masks,20,160
2,7,4182,diagnostics, 5,172
9,6,1066,ventilators, 1,170
5,9,1155,ppe, 5,156
3,10,3651,masks, 4,190
6,3,1946,respirators,15,180
10,4,3902,visors, 7,146
9,6,2812,ventilators, 4,180
2,7,551,diagnostics, 3,170
8,8,1064,vaccines, 2,152
1,5,286,biologics, 5,168
6,3,1386,respirators, 3,188
3,10,4049,masks,15,156
2,7,4527,diagnostics,10,164
8,8,4842,vaccines, 5,190
2,7,366,diagnostics, 2,160
6,3,1540,respirators, 3,163
6,3,1716,respirators,16,186
9,6,4392,ventilators, 3,183
6,3,292,respirators,10,154
9,6,1647,ventilators, 4,160
8,8,1741,vaccines, 2,160
7,1,4514,sanitizers, 2,165
2,7,2219,diagnostics, 3,180
4,2,349,oxygen_tanks, 7,170
9,6,3141,ventilators, 3,164
4,2,2472,oxygen_tanks, 5,162
8,8,48,vaccines, 5,176
5,9,363,ppe,10,182
1,5,1054,biologics, 2,158
10,4,778,visors, 8,182
3,10,4790,masks, 6,174
3,10,1333,masks,10,170
9,6,4108,ventilators, 1,158
6,3,2373,respirators, 5,156
3,10,4033,masks,20,178
7,1,1863,sanitizers,15,175
7,1,3121,sanitizers, 3,178
9,6,1205,ventilators,10,187
3,10,40,masks, 4,163
9,6,794,ventilators, 2,180
2,7,2880,diagnostics,10,168
9,6,35,ventilators, 5,183
1,5,4244,biologics, 8,170
3,10,3980,masks, 5,182
10,4,1358,visors,30,168
7,1,2405,sanitizers, 4,172
1,5,396,biologics,12,172
8,8,4863,vaccines, 5,170
6,3,538,respirators,20,165
4,2,3179,oxygen_tanks, 5,170
3,10,3279,masks, 3,160
5,9,4453,ppe, 6,164
5,9,1079,ppe, 8,175
7,1,216,sanitizers, 7,170
10,4,2337,visors, 2,167
1,5,4549,biologics, 0,160
2,7,1610,diagnostics, 2,158
8,8,3389,vaccines,15,156
1,5,4921,biologics, 2,169
8,8,1525,vaccines,10,168
4,2,4540,oxygen_tanks, 2,160
1,5,830,biologics, 2,160
4,2,2375,oxygen_tanks,10,158
2,7,1742,diagnostics, 3,178
10,4,2616,visors, 2,163
4,2,4941,oxygen_tanks, 6,178
10,4,2832,visors, 8,170
2,7,473,diagnostics,28,182
4,2,3264,oxygen_tanks, 5,158
1,5,3069,biologics, 2,165
6,3,124,respirators, 2,163
9,6,496,ventilators,10,158
6,3,2110,respirators, 5,168
2,7,695,diagnostics, 8,176
4,2,1705,oxygen_tanks,10,168
10,4,3976,visors, 2,165
10,4,1889,visors, 3,165
1,5,4785,biologics, 5,173
7,1,1004,sanitizers, 4,163
10,4,4336,visors, 2,170
3,10,1911,masks, 1,174
10,4,2802,visors, 4,175
5,9,741,ppe, 1,173
8,8,4403,vaccines, 2,176
1,5,1272,biologics, 2,167
7,1,4950,sanitizers, 3,178
9,6,1829,ventilators, 0,176
6,3,2653,respirators, 5,165
4,2,4039,oxygen_tanks, 2,164
4,2,476,oxygen_tanks, 3,158
8,8,3821,vaccines, 3,158
10,4,1816,visors, 4,166
7,1,2433,sanitizers, 4,164
2,7,3154,diagnostics,20,176
3,10,4765,masks, 4,152
2,7,4178,diagnostics, 4,172
2,7,1476,diagnostics, 6,170
2,7,4636,diagnostics, 3,153
9,6,464,ventilators, 6,180
7,1,3746,sanitizers, 4,167
7,1,225,sanitizers,15,160
7,1,2506,sanitizers, 3,174
5,9,2950,ppe, 0,158
10,4,999,visors,10,164
9,6,649,ventilators,10,190
1,5,4002,biologics, 5,165
2,7,3228,diagnostics, 5,155
1,5,1910,biologics,99,175
1,5,2048,biologics, 2,178
4,2,781,oxygen_tanks, 1,173
5,9,635,ppe, 4,164
6,3,4793,respirators, 6,160
7,1,132,sanitizers,10,155
7,1,3944,sanitizers,10,196
2,7,1797,diagnostics, 6,174
3,10,1378,masks,10,158
4,2,3644,oxygen_tanks,13,165
3,10,2422,masks, 3,175
7,1,116,sanitizers, 2,168
6,3,1643,respirators,20,180
1,5,1969,biologics, 0,164
4,2,4029,oxygen_tanks, 5,170
9,6,4696,ventilators,10,162
2,7,3002,diagnostics, 8,176
9,6,3754,ventilators, 3,176
6,3,2696,respirators, 4,180
4,2,2629,oxygen_tanks, 2,172
10,4,491,visors,15,155
9,6,650,ventilators,10,173
1,5,145,biologics, 3,164
7,1,2764,sanitizers, 6,182
3,10,3453,masks, 2,175
1,5,1994,biologics, 3,168
3,10,3930,masks, 5,165
6,3,2410,respirators, 3,156
3,10,3226,masks, 3,157
9,6,2068,ventilators, 2,182
10,4,3839,visors, 4,180
6,3,1751,respirators, 6,162
6,3,1402,respirators, 6,185
3,10,702,masks, 3,159
3,10,3747,masks, 1,170
7,1,2670,sanitizers, 6,158
7,1,3707,sanitizers,10,154
3,10,1285,masks, 5,167
10,4,2713,visors, 3,160
1,5,4713,biologics, 7,158
4,2,3886,oxygen_tanks, 6,173
2,7,1685,diagnostics,12,176
8,8,716,vaccines,10,170
5,9,1331,ppe, 2,168
4,2,3476,oxygen_tanks, 6,176
10,4,2548,visors, 5,175
10,4,3093,visors,10,180
1,5,1832,biologics,10,158
2,7,3227,diagnostics, 2,162
2,7,3850,diagnostics, 1,160
7,1,4399,sanitizers, 5,167
4,2,1093,oxygen_tanks, 0,176
3,10,3337,masks,20,172
8,8,4256,vaccines, 6,170
5,9,3140,ppe, 5,160
3,10,4895,masks,10,165
4,2,513,oxygen_tanks, 5,156
10,4,2558,visors, 2,168
1,5,2257,biologics, 4,176
5,9,3700,ppe, 6,164
3,10,4338,masks,10,176
6,3,3229,respirators,10,160
1,5,1035,biologics,10,182
6,3,1177,respirators, 0,173
10,4,3844,visors, 2,175
6,3,4222,respirators,20,176
2,7,86,diagnostics, 8,182
8,8,1364,vaccines, 3,160
4,2,2003,oxygen_tanks, 6,176
5,9,3785,ppe, 3,164
8,8,2404,vaccines, 6,171
2,7,4483,diagnostics, 5,170
8,8,640,vaccines, 2,160
9,6,4577,ventilators, 7,180
8,8,2377,vaccines,10,164
9,6,2701,ventilators,25,160
7,1,2328,sanitizers, 5,175
3,10,2811,masks, 3,176
5,9,180,ppe, 3,178
4,2,3640,oxygen_tanks, 2,165
4,2,1845,oxygen_tanks, 2,162
6,3,2178,respirators, 4,165
10,4,1640,visors,20,165
6,3,1416,respirators, 1,164
5,9,1526,ppe, 2,162
8,8,4614,vaccines, 3,163
3,10,914,masks, 6,165
2,7,2875,diagnostics, 3,162
2,7,1023,diagnostics,10,180
6,3,1181,respirators, 5,170
6,3,4417,respirators, 4,164
2,7,1481,diagnostics,20,158
10,4,1737,visors, 2,176
2,7,2775,diagnostics, 2,180
5,9,1496,ppe,10,185
5,9,1907,ppe, 7,174
2,7,1608,diagnostics, 8,170
3,10,3849,masks,15,170
7,1,168,sanitizers,20,175
10,4,701,visors, 5,165
2,7,1216,diagnostics, 3,160
8,8,2221,vaccines, 6,165
3,10,2419,masks,40,160
7,1,1467,sanitizers,20,154
2,7,4749,diagnostics,10,170
1,5,3784,biologics,10,186
1,5,2840,biologics, 5,169
8,8,3782,vaccines,10,164
6,3,1427,respirators,12,162
1,5,2669,biologics, 7,177
7,1,1809,sanitizers, 2,158
3,10,344,masks, 5,170
6,3,1095,respirators, 2,176
1,5,4397,biologics,10,193
6,3,99,respirators,40,175
8,8,3605,vaccines,10,164
8,8,2355,vaccines, 4,172
10,4,3050,visors, 1,171
9,6,3273,ventilators, 4,162
10,4,4066,visors, 2,158
4,2,4744,oxygen_tanks,10,178
8,8,4653,vaccines, 2,183
9,6,4550,ventilators,20,170
4,2,2305,oxygen_tanks, 2,184
9,6,4480,ventilators, 1,158
9,6,1449,ventilators,15,158
8,8,4416,vaccines, 3,164
7,1,1604,sanitizers, 3,180
2,7,671,diagnostics, 4,150
10,4,3130,visors, 4,166
4,2,2706,oxygen_tanks, 3,165
2,7,2594,diagnostics, 3,155
8,8,3548,vaccines, 1,170
6,3,3723,respirators, 4,178
5,9,3043,ppe, 4,166
4,2,1227,oxygen_tanks, 6,163
3,10,376,masks,10,173
9,6,2414,ventilators, 0,184
10,4,3800,visors, 7,186
5,9,2559,ppe, 3,165
10,4,193,visors, 5,166
1,5,3914,biologics, 3,176
4,2,484,oxygen_tanks, 2,170
1,5,899,biologics, 8,186
5,9,2322,ppe,12,170
1,5,4741,biologics, 2,177
2,7,4474,diagnostics, 6,177
1,5,3071,biologics, 2,164
2,7,552,diagnostics, 3,170
9,6,1887,ventilators, 2,168
3,10,2687,masks, 7,175
6,3,3505,respirators, 4,164
4,2,2654,oxygen_tanks, 3,194
3,10,1277,masks, 4,156
3,10,3397,masks,10,168
8,8,2916,vaccines, 4,182
10,4,3582,visors, 4,160
8,8,4917,vaccines,18,182
3,10,1229,masks, 2,152
7,1,2980,sanitizers, 1,158
4,2,1215,oxygen_tanks,20,170
1,5,3933,biologics, 2,175
5,9,4948,ppe, 4,185
4,2,1673,oxygen_tanks,10,164
2,7,463,diagnostics,20,158
2,7,2277,diagnostics, 7,183
6,3,2289,respirators,10,162
6,3,2406,respirators,15,176
3,10,413,masks,20,154
5,9,3234,ppe, 5,176
5,9,2869,ppe, 8,160
2,7,3019,diagnostics, 2,175
5,9,1658,ppe, 7,172
10,4,1240,visors, 5,176
9,6,2937,ventilators, 3,161
8,8,3371,vaccines, 4,154
3,10,3665,masks,15,165
2,7,4064,diagnostics,10,165
2,7,2362,diagnostics,10,160
8,8,3062,vaccines, 5,159
10,4,3157,visors,15,165
5,9,1724,ppe,11,176
8,8,444,vaccines, 1,155
2,7,105,diagnostics, 2,172
5,9,2998,ppe,20,155
5,9,2976,ppe, 8,170
5,9,3928,ppe,10,162
7,1,1547,sanitizers, 6,194
8,8,3302,vaccines, 5,165
3,10,3523,masks, 0,172
4,2,3843,oxygen_tanks, 1,184
4,2,4441,oxygen_tanks, 8,180
2,7,1226,diagnostics, 0,156
6,3,3094,respirators, 7,165
6,3,414,respirators, 4,173
2,7,3828,diagnostics,20,160
7,1,3455,sanitizers, 8,170
1,5,4841,biologics,20,166
8,8,3611,vaccines, 6,177
4,2,4337,oxygen_tanks, 2,160
8,8,3333,vaccines,10,176
1,5,2804,biologics, 3,167
5,9,3910,ppe, 2,160
2,7,2043,diagnostics,15,164
3,10,4671,masks, 1,166
9,6,3283,ventilators,20,174
3,10,624,masks, 5,175
6,3,4052,respirators, 2,161
6,3,2233,respirators, 5,169
1,5,4382,biologics, 2,161
2,7,1163,diagnostics, 5,165
7,1,1111,sanitizers, 0,178
3,10,2172,masks, 8,161
10,4,3222,visors,40,182
3,10,4335,masks, 5,160
4,2,4341,oxygen_tanks, 4,167
3,10,4896,masks, 5,170
1,5,322,biologics, 3,158
2,7,572,diagnostics, 1,168
7,1,990,sanitizers, 2,164
10,4,4286,visors, 0,170
6,3,3654,respirators, 5,160
4,2,2810,oxygen_tanks, 2,184
6,3,4837,respirators, 8,168
5,9,1579,ppe, 4,176
4,2,4121,oxygen_tanks,10,164
3,10,3432,masks, 3,158
10,4,67,visors, 2,150
2,7,2402,diagnostics, 4,172
3,10,4877,masks, 6,167
9,6,239,ventilators,10,165
7,1,3005,sanitizers,12,150
8,8,4632,vaccines,15,173
10,4,4237,visors, 4,164
1,5,2149,biologics, 8,171
3,10,3680,masks, 5,165
1,5,1766,biologics, 4,175
7,1,1011,sanitizers, 4,178
1,5,3500,biologics, 8,162
6,3,2331,respirators, 5,180
7,1,1945,sanitizers,10,164
5,9,1933,ppe, 4,179
7,1,1888,sanitizers,10,165
4,2,2423,oxygen_tanks, 5,175
1,5,2898,biologics, 5,168
3,10,966,masks, 4,176
7,1,2391,sanitizers, 3,165
7,1,2938,sanitizers,10,185
7,1,4368,sanitizers, 5,170
3,10,17,masks,10,170
1,5,4407,biologics, 5,154
2,7,1914,diagnostics, 3,165
10,4,631,visors, 0,160
10,4,4293,visors, 4,172
7,1,1767,sanitizers, 3,167
4,2,3896,oxygen_tanks, 0,160
8,8,4031,vaccines, 8,170
8,8,3589,vaccines,10,165
1,5,4003,biologics, 0,158
4,2,3979,oxygen_tanks, 1,169
5,9,4093,ppe, 2,174
7,1,2158,sanitizers, 3,158
2,7,1344,diagnostics,10,160
7,1,2865,sanitizers, 5,155
7,1,419,sanitizers,13,165
4,2,4799,oxygen_tanks, 4,155
10,4,1485,visors, 5,164
3,10,3710,masks, 8,163
2,7,2084,diagnostics, 3,152
6,3,87,respirators, 2,180
5,9,3613,ppe, 3,167
7,1,924,sanitizers, 3,187
2,7,2606,diagnostics, 4,165
4,2,1935,oxygen_tanks,10,170
4,2,3734,oxygen_tanks,10,172
2,7,327,diagnostics,10,165
7,1,1087,sanitizers,10,168
2,7,2906,diagnostics, 0,179
9,6,1382,ventilators, 6,160
1,5,1251,biologics, 2,164
6,3,84,respirators,10,190
4,2,3124,oxygen_tanks, 6,168
6,3,4903,respirators, 2,165
4,2,1105,oxygen_tanks,18,157
1,5,4420,biologics, 0,170
5,9,4556,ppe, 5,164
3,10,3027,masks, 8,154
3,10,2076,masks, 6,172
3,10,1672,masks, 5,168
6,3,4680,respirators, 1,175
4,2,2728,oxygen_tanks, 2,174
3,10,2717,masks,40,178
2,7,4665,diagnostics,10,167
8,8,578,vaccines, 2,152
7,1,2223,sanitizers,10,165
4,2,4257,oxygen_tanks, 4,151
10,4,2190,visors, 5,170
6,3,1667,respirators,13,172
2,7,1092,diagnostics, 6,180
8,8,4243,vaccines,10,158
4,2,1754,oxygen_tanks, 5,175
9,6,4557,ventilators, 5,170
8,8,141,vaccines, 2,158
7,1,4069,sanitizers,20,160
1,5,3672,biologics, 2,176
6,3,2756,respirators,15,170
9,6,2448,ventilators, 4,160
7,1,4372,sanitizers, 2,160
1,5,4592,biologics, 2,158
5,9,3838,ppe, 5,180
9,6,847,ventilators, 0,160
9,6,4302,ventilators, 4,178
7,1,1439,sanitizers, 6,182
10,4,3037,visors, 3,152
8,8,3908,vaccines, 9,164
9,6,3405,ventilators, 4,160
5,9,2857,ppe, 6,178
9,6,3781,ventilators,15,170
2,7,4174,diagnostics, 5,185
7,1,1034,sanitizers, 0,167
9,6,1345,ventilators, 6,170
3,10,1534,masks, 2,164
5,9,3983,ppe, 6,156
5,9,760,ppe, 6,180
10,4,101,visors,20,180
5,9,2104,ppe, 6,185
1,5,449,biologics, 2,164
7,1,1993,sanitizers, 5,160
1,5,1248,biologics, 6,180
1,5,3110,biologics,10,176
10,4,4342,visors,15,176
2,7,2171,diagnostics, 8,165
10,4,4012,visors, 3,164
10,4,1885,visors, 5,159
5,9,1234,ppe,10,166
9,6,3847,ventilators, 5,160
3,10,1491,masks, 6,170
9,6,462,ventilators, 2,180
10,4,4378,visors,10,165
6,3,3114,respirators, 5,170
6,3,4104,respirators, 2,175
4,2,1359,oxygen_tanks, 5,170
9,6,3502,ventilators,10,165
2,7,600,diagnostics, 8,185
7,1,1318,sanitizers,10,170
6,3,422,respirators, 6,167
8,8,2974,vaccines, 2,165
3,10,4068,masks, 4,156
8,8,3259,vaccines, 3,164
6,3,1979,respirators, 5,179
10,4,1977,visors,10,173
8,8,1948,vaccines, 0,164
9,6,4657,ventilators, 0,160
10,4,4444,visors, 3,170
5,9,2913,ppe, 4,166
1,5,1254,biologics, 3,150
8,8,2148,vaccines, 5,176
2,7,2663,diagnostics, 4,164
7,1,4365,sanitizers,10,160
7,1,1465,sanitizers,10,180
8,8,167,vaccines, 0,163
6,3,4719,respirators, 3,168
8,8,679,vaccines,10,167
8,8,2760,vaccines, 2,173
10,4,3211,visors,10,164
3,10,3978,masks, 5,160
2,7,4423,diagnostics, 5,165
3,10,1051,masks, 0,176
4,2,1611,oxygen_tanks, 0,159
5,9,127,ppe, 3,164
8,8,777,vaccines, 5,164
1,5,520,biologics, 4,184
10,4,2529,visors,10,176
6,3,1598,respirators, 4,168
7,1,417,sanitizers,16,175
3,10,4918,masks, 4,168
5,9,4943,ppe, 9,169
6,3,1588,respirators, 1,193
6,3,4972,respirators,10,178
7,1,951,sanitizers, 1,167
8,8,1571,vaccines, 3,165
